100,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100,100,56,0,0,0,0,0,0,0,0,0,0,0,0
100,52,100,100,100,50,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,100,51,0,0,0,0,0,0,0,0
100,44,0,100,100,100,100,100,100,47,0,0,0,0,0,0
0,100,0,50,100,100,100,100,100,100,100,46,0,0,0,0
100,45,0,0,100,100,100,100,100,100,100,100,100,51,0,0
0,0,100,0,0,100,100,100,100,100,100,100,100,100,100,56
100,45,100,0,0,54,100,100,100,100,100,100,100,100,100,100
